time,Mech_dissip_avg,Mech_dissip_core,Mod_Gruntfest_avg,Mod_Gruntfest_core,RedbackElementAverageValue,elastic_strain_z,max_returnmap_iter,mises_stress,plastic_strain_z,temperature_avg,temperature_core,total_strain_z
176.011,1268.7800510397,1269.4866490854,503.19542722851,503.18008324143,-141457162.68643,-0.0074546861659954,1,131457162.69032,-3.808059914424e-05,293.23845759749,293.39883462885,-0.0074927667651397
176.511,1471.690193972,1472.644886019,583.63526566671,583.61621269514,-142371829.17757,-0.007503861783799,1,132371829.18149,-4.0411613715097e-05,293.25260858672,293.43865032912,-0.0075442733975141
177.011,1694.5663569593,1695.8353022302,671.97805468349,671.95405994414,-143280319.24507,-0.0075527053358157,1,133280319.24902,-4.3077347142567e-05,293.26815332781,293.48239013824,-0.0075957826829583
177.511,1938.1293492462,1939.7913832343,768.47876089195,768.44815789041,-144182113.18895,-0.007601188881186,2,134182113.19292,-4.6105740559476e-05,293.285142457,293.53019726753,-0.0076472946217455
178.011,2202.8390987923,2204.9864146659,873.36034324252,873.320909415,-145076687.18992,-0.0076492842575826,2,135076687.19392,-4.9524956566696e-05,293.30360845019,293.58216389987,-0.0076988092141493
178.511,2489.2327287175,2491.9726104673,986.81054946385,986.75935849088,-145963510.92576,-0.0076969629530582,2,135963510.92979,-5.3363507384837e-05,293.32358921193,293.63839759552,-0.0077503264604431
179.011,2797.7037611622,2801.1595527416,1108.9795287065,1108.9127768932,-146842051.53446,-0.0077441963191176,2,136842051.53852,-5.765004178249e-05,293.34511266925,293.69897792039,-0.0078018463609001
179.511,3128.5466200861,3132.8587161989,1239.9775676355,1239.8903723697,-147711776.16846,-0.0077909557080426,2,137711776.17256,-6.241320775153e-05,293.36819987013,293.76396516086,-0.0078533689157941
180.011,3481.951616726,3487.2782821306,1379.8731300404,1379.7592992264,-148572154.59044,-0.0078372126124505,2,138572154.59459,-6.7681512948038e-05,293.39286462907,293.83339931774,-0.0079048941253985
180.511,3858.000768712,3864.5187470376,1528.6912406861,1528.5430127605,-149422661.78951,-0.0078829388059489,2,139422661.79372,-7.3483184038217e-05,293.41911322879,293.90729925569,-0.0079564219899871
181.011,3809.3583969219,3815.6446871231,1509.4437900875,1509.2721736241,-149316029.71617,-0.0078772058987801,2,139316029.72043,-7.9216091207009e-05,293.41572141599,293.89775028441,-0.0079564219899871
181.511,3351.9289394162,3356.6922683512,1328.407798917,1328.2337822047,-148263069.23179,-0.0078205951200497,2,138263069.23607,-8.4299005349033e-05,293.38379523533,293.80786650592,-0.0079048941253987
182.011,2938.7392887516,2942.3081015017,1164.8267228137,1164.6563387745,-147221182.92492,-0.0077645797272071,2,137221182.92921,-8.8789188587175e-05,293.3549564493,293.72668181242,-0.0078533689157942
182.511,2566.139118242,2568.7773001853,1017.2715491083,1017.1087554564,-146189382.57375,-0.0077091065900467,2,136189382.57804,-9.2739770853493e-05,293.32895525003,293.65349408606,-0.0078018463609002
183.011,2230.815044067,2232.7337843016,884.4434556265,884.29071044024,-145166750.23718,-0.0076541263568978,2,135166750.24148,-9.6200103545223e-05,293.30555901418,293.58764587726,-0.007750326460443
183.511,1929.7490297365,1931.1166615988,765.15787881326,765.01656890962,-144152432.48834,-0.0075995931445941,2,134152432.49263,-9.9216069555164e-05,293.28455601658,293.52853910202,-0.0076988092141493
184.011,1660.134691977,1661.0846042172,658.33085235208,658.20161060651,-143145636.75495,-0.007545464341723,1,133145636.75923,-0.00010183028002243,293.26574953717,293.47561835405,-0.0076472946217454
184.511,1419.5509813531,1420.1886215938,562.96652824422,562.84946596642,-142145622.28586,-0.0074917001229547,1,132145622.29013,-0.00010408256000333,293.24896993389,293.42840480643,-0.0075957826829581
185.011,1205.6016837555,1206.0094397687,478.14730928632,478.04218653177,-141151701.40386,-0.0074382635163952,1,131151701.40811,-0.00010600988111871,293.23404945588,293.38642524725,-0.0075442733975139
185.511,1016.1348269719,1016.3766521376,403.02448788743,402.93083583835,-140163234.15394,-0.007385120115861,1,130163234.15817,-0.00010764664927852,293.22083751963,293.34925502652,-0.0074927667651395
186.011,849.15454291719,849.27957650354,336.8102658324,336.7274738503,-139179625.3403,-0.0073322379215793,1,129179625.34451,-0.00010902486398235,293.20919453821,293.31650064261,-0.0074412627855616
186.511,702.80297982226,702.84851665324,278.77075807933,278.69813458621,-138200321.94274,-0.0072795872012798,1,128200321.94693,-0.00011017425722731,293.19899063883,293.28779609569,-0.0073897614585071
187.011,575.34444265971,575.3383668525,228.21985084936,228.1566649912,-137224810.87058,-0.0072271403694431,1,127224810.87475,-0.00011112241425961,293.19010454038,293.26279969846,-0.0073382627837027
187.511,465.15147326301,465.11424925041,184.51380479577,184.4593141473,-136252617.01808,-0.0071748718827494,1,126252617.02223,-0.00011189487812579,293.18242256913,293.24119128103,-0.0072867667608752
188.011,370.69262723058,370.63892413391,147.0465111272,146.99997939753,-135283301.58909,-0.0071227581500076,1,125283301.59322,-0.00011251523974392,293.17583779511,293.22266973988,-0.0072352733897515
188.511,290.52174275533,290.46175442467,115.24532284536,115.2060305463,-134316460.6627,-0.0070707774550401,1,124316460.66681,-0.00011300521501857,293.1702492745,293.20695088849,-0.0071837826700586
189.011,223.26852830155,223.20904030115,88.567395214716,88.53464549075,-133351723.97463,-0.0070189098911648,1,123351723.97872,-0.00011338471035856,293.16556138554,293.19376557433,-0.0071322946015233
189.511,167.63032267028,167.57556859986,66.496479617653,66.469600850254,-132388753.89155,-0.0069671373060528,1,122388753.89562,-0.00011367187782003,293.16168324756,293.18285803184,-0.0070808091838728
190.011,122.36490330096,122.31724568985,48.540123373229,48.518469727554,-131427244.55779,-0.0069154432558498,1,121427244.56183,-0.00011388316098419,293.15852821411,293.17398444636,-0.007029326416834
190.511,86.284237372694,86.244702612424,34.2272351788,34.210185922632,-130466921.19537,-0.0068638129675475,1,120466921.19939,-0.00011403333258646,293.15601343283,293.16691170712,-0.006977846300134
191.011,58.249085933146,58.217778059582,23.105981768223,23.092939939513,-129507539.5401,-0.0068122333086616,1,119507539.5441,-0.00011413552483853,293.15405946548,293.16141633133,-0.0069263688335001
191.511,37.164384372636,37.140798746757,14.741986346503,14.732377156369,-128548885.39703,-0.0067606927633349,1,118548885.40101,-0.00011420125332445,293.15258996285,293.15728354347,-0.0068748940166593
192.011,21.97533343832,21.958588339065,8.7168034916811,8.7100727130306,-127590774.30004,-0.006709181414034,1,117590774.304,-0.00011424043530486,293.15153138962,293.15430649672,-0.0068234218493388
192.511,11.664143944368,11.653145621922,4.6266486205178,4.6222611126512,-126633051.26054,-0.0066576909280392,1,116633051.26448,-0.00011426140322686,293.15081279545,293.15228562473,-0.006771952331266
193.011,5.2473856364483,5.2409403745998,2.0813628923638,2.0788013444324,-125675590.59104,-0.0066062145479581,1,115675590.59496,-0.00011427091421007,293.15036562845,293.15102811394,-0.0067204854621682
193.511,1.7738965049222,1.7707816010539,0.70359664556848,0.70236057615413,-124718295.78955,-0.0065547470855122,1,114718295.79345,-0.00011427415626036,293.1501235882,293.15034748757,-0.0066690212417726
194.011,0.32321338445853,0.32221759819653,0.12819618933528,0.12780121129937,-123761099.47117,-0.0065032849178571,1,113761099.47506,-0.00011427475194954,293.15002251536,293.15006329332,-0.0066175596698067
194.511,-2.0647150078472e-13,-3.5272344545889e-13,0.0017800659329004,0.001757409949027,-122803963.48831,-0.0064518259940482,0,112803963.49225,-0.00011427475194954,293.15000000465,293.15000001611,-0.0065661007459978
195.011,-1.4776930246157e-11,-1.4922738048111e-11,0,0,-121846876.75615,-0.006400369718124,0,111846876.76,-0.00011427475194954,293.15,293.15,-0.0065146444700736
195.511,-1.4732486369933e-11,-1.4797478204353e-11,0,0,-120889839.26955,-0.0063489160898119,0,110889839.27337,-0.00011427475194954,293.15,293.15,-0.0064631908417614
196.011,-1.4702439227275e-11,-1.4784795573802e-11,0,0,-119932851.02347,-0.0062974651088395,0,109932851.02728,-0.00011427475194954,293.15,293.15,-0.006411739860789
196.511,-1.4658426011939e-11,-1.4742234213136e-11,0,0,-118975912.01284,-0.0062460167749344,0,108975912.01663,-0.00011427475194954,293.15,293.15,-0.0063602915268839
197.011,6.5215261396726e-13,6.3934304938338e-13,0,0,-118019022.23259,-0.0061945710878239,0,108019022.23636,-0.00011427475194954,293.15,293.15,-0.0063088458397734
197.511,5.7515026605368e-13,5.5784225104017e-13,0,0,-117062181.67767,-0.0061431280472361,0,107062181.68142,-0.00011427475194954,293.15,293.15,-0.0062574027991856
198.011,4.8841869502084e-13,3.9694291688668e-13,0,0,-116105390.34299,-0.0060916876528984,0,106105390.34672,-0.00011427475194954,293.15,293.15,-0.006205962404848
198.511,4.0968900545159e-13,2.7078902033233e-13,0,0,-115148648.22357,-0.006040249904544,0,105148648.2274,-0.00011427475194954,293.15,293.15,-0.0061545246564936
199.011,3.4111029372804e-13,3.2984842497088e-13,0,0,-114191955.31416,-0.005988814801885,0,104191955.31784,-0.00011427475194954,293.15,293.15,-0.0061030895538345
199.511,2.6087785787305e-13,1.1292971532577e-13,0,0,-113235311.60987,-0.0059373823446651,0,103235311.61355,-0.00011427475194954,293.15,293.15,-0.0060516570966147
200.011,1.7385233934548e-13,7.3652544473241e-14,0,0,-112278717.10559,-0.0058859525326069,0,102278717.10925,-0.00011427475194954,293.15,293.15,-0.0060002272845564
200.511,9.7962771914913e-14,-9.2244979003294e-15,0,0,-111322171.79626,-0.0058345253654379,0,101322171.79989,-0.00011427475194954,293.15,293.15,-0.0059488001173875
201.011,1.5695257419445e-14,-7.0581422330934e-15,0,0,-110365675.67681,-0.0057831008428865,0,100365675.68043,-0.00011427475194954,293.15,293.15,-0.0058973755948361
201.511,-5.4407231813848e-14,-5.91596034073e-14,0,0,-109409228.74219,-0.0057316789646807,0,99409228.745787,-0.00011427475194954,293.15,293.15,-0.0058459537166303
202.011,-1.3741104902234e-13,-1.6831286960567e-13,0,0,-108452830.98733,-0.0056802597305485,0,98452830.990918,-0.00011427475194954,293.15,293.15,-0.005794534482498
202.511,-2.2045556434046e-13,-2.5016095927613e-13,0,0,-107496482.40719,-0.005628843140218,0,97496482.410759,-0.00011427475194954,293.15,293.15,-0.0057431178921675
203.011,-1.2839296232403e-11,-1.2914150479206e-11,0,0,-106540182.99671,-0.0055774291934173,0,96540183.00025,-0.00011427475194954,293.15,293.15,-0.0056917039453669
203.511,-1.2791486787468e-11,-1.2920675438318e-11,0,0,-105583932.75082,-0.0055260178898748,0,95583932.754364,-0.00011427475194954,293.15,293.15,-0.0056402926418243
204.011,-1.276860154853e-11,-1.2675343584702e-11,0,0,-104627731.66448,-0.0054746092293185,0,94627731.667988,-0.00011427475194954,293.15,293.15,-0.005588883981268
204.511,-1.270616694286e-11,-1.2763372744997e-11,0,0,-103671579.73263,-0.0054232032114764,0,93671579.736118,-0.00011427475194954,293.15,293.15,-0.0055374779634259
205.011,6.1484490514164e-13,6.3864270747458e-13,0,0,-102715476.95021,-0.0053717998360772,0,92715476.953682,-0.00011427475194954,293.15,293.15,-0.0054860745880268
205.511,5.4493114577691e-13,5.8794375790807e-13,0,0,-101759423.31217,-0.0053203991028493,0,91759423.315631,-0.00011427475194954,293.15,293.15,-0.0054346738547988
206.011,4.6761440738303e-13,5.2844568694091e-13,0,0,-100803418.81348,-0.005269001011521,0,90803418.81691,-0.00011427475194954,293.15,293.15,-0.0053832757634705
206.511,3.7792065644058e-13,4.4841491240653e-13,0,0,-99847463.449055,-0.0052176055618207,0,89847463.452478,-0.00011427475194954,293.15,293.15,-0.0053318803137702
207.011,3.0850733353676e-13,2.6431301971682e-13,0,0,-98891557.213867,-0.0051662127534769,0,88891557.217272,-0.00011427475194954,293.15,293.15,-0.0052804875054264
207.511,2.0704293079178e-13,1.8324569269908e-13,0,0,-97935700.102861,-0.0051148225862181,0,87935700.106246,-0.00011427475194954,293.15,293.15,-0.0052290973381677
208.011,1.3298869898585e-13,1.031391855242e-13,0,0,-96979892.110986,-0.0050634350597729,0,86979892.114356,-0.00011427475194954,293.15,293.15,-0.0051777098117224
208.511,6.3502704596077e-14,2.1647819077735e-14,0,0,-96024133.233198,-0.00501205017387,0,86024133.236552,-0.00011427475194954,293.15,293.15,-0.0051263249258195
209.011,-2.0362720753262e-14,-6.7392389216495e-14,0,0,-95068423.464442,-0.0049606679282377,0,85068423.467784,-0.00011427475194954,293.15,293.15,-0.0050749426801872
209.511,-9.3621436114517e-14,-7.8071821683147e-14,0,0,-94112762.79968,-0.0049092883226049,0,84112762.803003,-0.00011427475194954,293.15,293.15,-0.0050235630745545
210.011,-1.6869364472422e-13,-8.8935892981597e-14,0,0,-93157151.233863,-0.0048579113567003,0,83157151.237164,-0.00011427475194954,293.15,293.15,-0.0049721861086499
210.511,-1.0946281750543e-11,-1.0774229308706e-11,0,0,-92201588.761945,-0.0048065370302528,0,82201588.765232,-0.00011427475194954,293.15,293.15,-0.0049208117822024
211.011,3.6210437430703e-13,4.2564519927811e-13,0,0,-91246075.378884,-0.0047551653429911,0,81246075.382151,-0.00011427475194954,293.15,293.15,-0.0048694400949406
211.511,-1.0858274239753e-11,-1.0842138483699e-11,0,0,-90290611.079639,-0.0047037962946443,0,80290611.082894,-0.00011427475194954,293.15,293.15,-0.0048180710465938
212.011,-1.0808413605136e-11,-1.0822111353042e-11,0,0,-89335195.859162,-0.0046524298849409,0,79335195.862401,-0.00011427475194954,293.15,293.15,-0.0047667046368904
212.511,0,0,0,0,-89335195.859162,-0.0046524298849409,0,79335195.862401,-0.00011427475194954,293.15,293.15,-0.0047667046368904
213.011,-4.0982192215799e-13,-4.7017082263027e-13,0,0,-90290611.079634,-0.0047037962946441,0,80290611.082891,-0.00011427475194954,293.15,293.15,-0.0048180710465936
213.511,-3.3452280196758e-13,-3.2290978400035e-13,0,0,-91246075.378876,-0.0047551653429908,0,81246075.38215,-0.00011427475194954,293.15,293.15,-0.0048694400949403
214.011,-2.567028726443e-13,-1.9841238897633e-13,0,0,-92201588.761936,-0.0048065370302524,0,82201588.765225,-0.00011427475194954,293.15,293.15,-0.0049208117822019
214.511,-1.7320585377046e-13,-8.855629192536e-14,0,0,-93157151.233852,-0.0048579113566998,0,83157151.237155,-0.00011427475194954,293.15,293.15,-0.0049721861086493
215.011,-9.6694798336476e-14,-1.1447181196992e-13,0,0,-94112762.799669,-0.0049092883226043,0,84112762.802992,-0.00011427475194954,293.15,293.15,-0.0050235630745538
215.511,-2.1800981747399e-14,-3.2184391864327e-14,0,0,-95068423.464433,-0.0049606679282371,0,85068423.467768,-0.00011427475194954,293.15,293.15,-0.0050749426801866
216.011,5.3373775194267e-14,2.1979866279772e-14,0,0,-96024133.233187,-0.0050120501738694,0,86024133.236541,-0.00011427475194954,293.15,293.15,-0.0051263249258189
216.511,-1.3094866186126e-13,-2.9756189543131e-14,0,0,-96979892.110977,-0.0050634350597724,0,86979892.114347,-0.00011427475194954,293.15,293.15,-0.005177709811722
217.011,2.0006638720063e-13,1.8393946761396e-13,0,0,-97935700.102851,-0.0051148225862176,0,87935700.106238,-0.00011427475194954,293.15,293.15,-0.0052290973381671
217.511,3.037713414906e-13,2.640465592731e-13,0,0,-98891557.21386,-0.0051662127534765,0,88891557.217262,-0.00011427475194954,293.15,293.15,-0.005280487505426
218.011,3.7341704036398e-13,4.4834038226427e-13,0,0,-99847463.449051,-0.0052176055618205,0,89847463.452473,-0.00011427475194954,293.15,293.15,-0.00533188031377
218.511,2.4090042620647e-13,3.8906391368917e-13,0,0,-100803418.81348,-0.005269001011521,0,90803418.816912,-0.00011427475194954,293.15,293.15,-0.0053832757634705
219.011,5.3806359758561e-13,5.7006116699093e-13,0,0,-101759423.31218,-0.0053203991028494,0,91759423.315636,-0.00011427475194954,293.15,293.15,-0.005434673854799
219.511,6.1849757707943e-13,6.5687900136125e-13,0,0,-102715476.95021,-0.0053717998360776,0,92715476.953687,-0.00011427475194954,293.15,293.15,-0.0054860745880271
220.011,-5.0924182108592e-13,-5.5562096940581e-13,0,0,-103671579.73259,-0.0054232032114753,0,93671579.736141,-0.00011427475194954,293.15,293.15,-0.0055374779634248
220.511,-4.4868512287673e-13,-6.4555114986744e-13,0,0,-104627731.66448,-0.0054746092293186,0,94627731.668,-0.00011427475194954,293.15,293.15,-0.0055888839812682
221.011,-3.7589641918417e-13,-4.8847180016848e-13,0,0,-105583932.75082,-0.0055260178898749,0,95583932.754356,-0.00011427475194954,293.15,293.15,-0.0056402926418245
221.511,-2.9504122835672e-13,-3.7973089255173e-13,0,0,-106540182.9965,-0.0055774291934054,0,96540183,-0.00011427475194954,293.15,293.15,-0.005691703945355
222.011,-2.3080198106182e-13,-3.8466756248795e-13,0,0,-107496482.4072,-0.0056288431402183,0,97496482.410761,-0.00011427475194954,293.15,293.15,-0.0057431178921678
222.511,-1.4336343184089e-13,-1.686303095975e-13,0,0,-108452830.98734,-0.005680259730549,0,98452830.990925,-0.00011427475194954,293.15,293.15,-0.0057945344824985
223.011,-6.1922878941607e-14,-5.9169850097265e-14,0,0,-109409228.7422,-0.0057316789646811,0,99409228.745796,-0.00011427475194954,293.15,293.15,-0.0058459537166307
223.511,1.3763959286336e-14,-5.89425140653e-14,0,0,-110365675.67681,-0.0057831008428869,0,100365675.68044,-0.00011427475194954,293.15,293.15,-0.0058973755948364
224.011,5.5808775716706e-14,4.4467192714097e-14,0,0,-111322171.79626,-0.0058345253654382,0,101322171.7999,-0.00011427475194954,293.15,293.15,-0.0059488001173877
224.511,1.7051500268134e-13,7.3387396751876e-14,0,0,-112278717.1056,-0.005885952532607,0,102278717.10925,-0.00011427475194954,293.15,293.15,-0.0060002272845565
225.011,2.5582496074898e-13,1.5419698384346e-13,0,0,-113235311.60988,-0.0059373823446653,0,103235311.61355,-0.00011427475194954,293.15,293.15,-0.0060516570966148
225.511,3.3315650013476e-13,2.1264261970917e-13,0,0,-114191955.31416,-0.0059888148018854,0,104191955.31785,-0.00011427475194954,293.15,293.15,-0.0061030895538349
226.011,4.1263189317946e-13,3.4554733848169e-13,0,0,-115148648.22352,-0.0060402499045392,0,105148648.22723,-0.00011427475194954,293.15,293.15,-0.0061545246564888
226.511,4.8260229442051e-13,3.9658979548268e-13,0,0,-116105390.343,-0.006091687652899,0,106105390.34673,-0.00011427475194954,293.15,293.15,-0.0062059624048485
227.011,5.6733090405546e-13,5.5652894919373e-13,0,0,-117062181.67712,-0.0061431280472062,0,107062181.68083,-0.00011427475194954,293.15,293.15,-0.0062574027991557
227.511,6.3915899885374e-13,6.4022023119056e-13,0,0,-118019022.23261,-0.0061945710878247,0,108019022.23638,-0.00011427475194954,293.15,293.15,-0.0063088458397742
228.011,-5.3520490662177e-13,-6.5337332500841e-13,0,0,-118975912.01286,-0.0062460167749353,0,108975912.01665,-0.00011427475194954,293.15,293.15,-0.0063602915268848
228.511,-4.4571180143862e-13,-5.7301712553034e-13,0,0,-119932851.02349,-0.0062974651088405,0,109932851.0273,-0.00011427475194954,293.15,293.15,-0.00641173986079
229.011,-3.6585031179474e-13,-4.6316168223325e-13,0,0,-120889839.26957,-0.0063489160898129,0,110889839.27339,-0.00011427475194954,293.15,293.15,-0.0064631908417624
229.511,-2.7589918594409e-13,-4.6245847775649e-13,0,0,-121846876.75617,-0.006400369718125,0,111846876.76001,-0.00011427475194954,293.15,293.15,-0.0065146444700745
230.011,-2.1332981638797e-13,-3.5295628564434e-13,0.001780065932234,0.0017574099350676,-122803963.48835,-0.0064518259940493,0,112803963.49222,-0.00011427475194954,293.15,293.15,-0.0065661007459988
230.511,0.32320483419508,0.32220909435923,0.12819279802929,0.12779783843602,-123761088.39166,-0.0065032843221846,1,113761088.39555,-0.00011427534762302,293.15002248889,293.15006320198,-0.0066175596698076
231.011,1.773697430833,1.7705832200057,0.70351768396778,0.70228188999332,-124718213.33483,-0.0065547426524621,1,114718213.33868,-0.0001142785893118,293.1501235024,293.15034719925,-0.0066690212417739
231.511,5.245786962228,5.2393457355729,2.0807287691458,2.0781688273578,-125675270.98325,-0.0066061973647455,1,115675270.98729,-0.00011428809742366,293.15036537283,293.1510273009,-0.0067204854621691
232.011,11.656553621989,11.6455701888,4.6236377981466,4.6192562381208,-126632164.99598,-0.0066576432794067,1,116632164.99992,-0.00011430905186022,293.15081202288,293.15228329318,-0.0067719523312669
232.511,21.949015849493,21.932312656774,8.7063639661722,8.699650049529,-127588770.10767,-0.0067090736617564,1,117588770.11163,-0.00011434818758345,293.15152918481,293.15430005471,-0.0068234218493398
233.011,37.090333236277,37.066845843189,14.712611583921,14.703042433855,-128544932.26527,-0.0067604802293692,1,118544932.26925,-0.0001144137872909,293.15258427604,293.15726720836,-0.0068748940166601
233.511,58.06951077298,58.03840406193,23.034746546901,23.021788485262,-129500468.83036,-0.0068118531629768,1,119500468.83436,-0.0001145156705241,293.15404624034,293.16137867706,-0.0069263688335009
234.011,85.894585996895,85.855421022695,34.072664124084,34.055774132084,-130455168.86044,-0.0068631811215837,1,120455168.86446,-0.00011466517855125,293.15598535342,293.16683214007,-0.006977846300135
234.511,121.58928559931,121.54224712622,48.232442625733,48.211069782934,-131408793.48045,-0.0069144512624449,1,121408793.48449,-0.00011487515438986,293.15847299176,293.17382838658,-0.0070293264168348
235.011,166.18914402925,166.13533866718,65.924779959499,65.89836663137,-132361076.35601,-0.0069656492665075,1,122361076.36007,-0.00011515991736616,293.16158136434,293.18257056545,-0.0070808091838736
235.511,220.73708359424,220.67891795945,87.563212940834,87.531195373263,-133311724.27866,-0.0070167593698761,1,123311724.28274,-0.00011553523164806,293.165383207,293.19326333066,-0.0071322946015242
236.011,286.27846348034,286.22011092976,113.56212247609,113.52393031744,-134260417.87285,-0.007067764401822,1,124260417.87694,-0.0001160182682375,293.16995144018,293.206111884,-0.0071837826700595
236.511,363.85561390216,363.80357707313,144.33453134709,144.2895854516,-135206812.43298,-0.0071186458297866,1,125206812.4371,-0.000116627559966,293.17535879089,293.22132091785,-0.0072352733897526
237.011,454.50188115783,454.46565575038,180.28970525578,180.23741292638,-136150538.89788,-0.0071693838117705,1,126150538.90201,-0.00011738294910582,293.1816773808,293.23909346299,-0.0072867667608763
237.511,559.23521954952,559.22806250335,221.83057197225,221.77031858157,-137091204.9683,-0.0072199572564173,1,127091204.97245,-0.00011830552728654,293.18897828282,293.25962964795,-0.0073382627837039
238.011,679.05137675219,679.09117918421,269.35097779155,269.2821134788,-138028396.37178,-0.0072703438910134,1,128028396.37596,-0.00011941756749471,293.19733104933,293.28312537878,-0.0073897614585082
238.511,814.91673005743,815.02699206296,323.23280495378,323.15462484087,-138961678.27703,-0.0073205203375322,1,128961678.28122,-0.00012074244803039,293.206803216,293.30977094994,-0.0074412627855626
239.011,967.76084170797,967.97174244408,383.84297810194,383.75469421986,-139890596.8583,-0.007370462196741,1,129890596.86252,-0.00012230456839927,293.21745978574,293.33974959919,-0.0074927667651403
239.511,1138.468812024,1138.8183644268,451.53039213829,451.43109500346,-140814681.0082,-0.0074201441402842,1,130814681.01244,-0.00012412925723053,293.22936269831,293.37323602117,-0.0075442733975147
240.011,1327.8735188314,1328.4087940187,526.62279783665,526.51140540272,-141733444.19478,-0.0074695400105308,1,131733444.19904,-0.00012624267242809,293.24257029134,293.41039485657,-0.0075957826829588
240.511,1536.7478405914,1537.5262425467,609.42368517185,609.29887670271,-142646386.45714,-0.0075186229278621,1,132646386.46143,-0.00012867169388401,293.25713675979,293.45137917517,-0.0076472946217461
241.011,1765.8517164872,1766.9424371965,700.20903940468,700.0691713692,-143552994.93159,-0.007567365318962,2,133552994.93591,-0.00013144389518806,293.27311544069,293.49633972626,-0.00769880921415
241.511,2015.7243207017,2017.209264391,799.22476142585,799.06776386506,-144452750.36278,-0.0076157392668759,2,134452750.36715,-0.00013458719356782,293.29054431426,293.54538412873,-0.0077503264604437
242.011,2286.9544366956,2288.9298141265,906.6834577699,906.50670727779,-145345125.58132,-0.0076637164291629,2,135345125.58572,-0.00013812993173793,293.30946486323,293.59862995342,-0.0078018463609008
242.511,2580.0016153052,2582.5790484722,1022.7618640781,1022.5620318024,-146229589.12673,-0.0077112682326802,2,136229589.13119,-0.00014210068311466,293.32990959819,293.65616961153,-0.0078533689157949
243.011,2895.2302245774,2898.537841488,1147.5983940551,1147.3712665288,-147105607.76164,-0.007758366008751,2,137105607.76617,-0.00014652811664833,293.35190442722,293.71807701801,-0.0079048941253994
243.511,3232.9039099421,3237.087294451,1281.2909615635,1281.0312327914,-147972649.04146,-0.0078049811313219,2,137972649.04605,-0.00015144085866598,293.37546826554,293.78440648621,-0.0079564219899879
244.011,3593.180818538,3598.4037756414,1423.8951190363,1423.5961528838,-148830183.91941,-0.0078510851570189,2,138830183.92411,-0.00015686735281516,293.40061269652,293.85519176438,-0.0080079525098341
244.511,3976.1096862444,3982.5547840804,1575.4225517366,1575.0761144136,-149677689.36542,-0.007896649965944,2,139677689.37023,-0.0001628357192675,293.42734169165,293.93044523547,-0.0080594856852115
245.011,4381.6268747757,4389.4957267546,1735.839962679,1735.4359259989,-150514650.9761,-0.0079416479020027,2,140514650.98106,-0.00016937361439138,293.45565139554,294.01015729759,-0.008111021516394
245.511,4809.554433242,4819.0676873338,1905.0683773191,1904.5943944162,-151340565.55311,-0.0079860519115194,2,141340565.55826,-0.00017650809213593,293.48552998155,294.09429594124,-0.0081625600036553
246.011,5259.5992422927,5270.9962493955,2082.982890533,2082.4240468095,-152154943.62618,-0.0080298356788894,2,142154943.63158,-0.00018426546837986,293.51695758148,294.18280653244,-0.0082141011472693
246.511,5731.3532823656,5744.8914220089,2269.4128710959,2268.7513143161,-152957311.89799,-0.0080729737580189,2,142957311.90369,-0.00019267118949082,293.54990629383,294.27561181641,-0.0082656449475097
247.011,6224.2950481436,6240.2486970434,2464.142630993,2463.3571855864,-153747215.58794,-0.0081154416983393,2,143747215.59405,-0.00020174970631107,293.58434027065,294.37261213977,-0.0083171914046504
247.511,6737.7921118231,6756.4512492682,2666.912558677,2665.9783304421,-154524220.65351,-0.0081572161642303,2,144524220.66013,-0.00021152435473505,293.62021588501,294.47368590037,-0.0083687405189654
248.011,7271.1048174348,7292.7732704523,2877.420707024,2876.3086854555,-155287915.86845,-0.0081982750467545,2,145287915.87573,-0.00022201724397408,293.65748197715,294.57869021732,-0.0084202922907286
248.511,7823.3910683621,7848.3844090436,3095.3248184788,3094.0014848408,-156037914.73943,-0.0082385975667,2,146037914.74756,-0.00023324915351412,293.69608017732,294.68746181697,-0.0084718467202141
249.011,8393.7121506602,8422.3552676303,3320.2447619316,3318.6717119254,-156773857.24415,-0.0082781643680291,2,146773857.25335,-0.000245239439667,293.7359453019,294.79981812744,-0.0085234038076961
249.511,8981.0395163619,9013.6638914723,3551.7653484721,3549.8989388237,-157495411.37656,-0.0083169576009545,2,147495411.38712,-0.00025800595249396,293.77700581694,294.91555856329,-0.0085749635534485
250.011,8788.5011730163,8819.1083613169,3475.8802992442,3473.8433909637,-157262677.68631,-0.0083044450369625,2,147262677.69831,-0.00027051851648697,293.76353192176,294.87755237838,-0.0085749635534495
250.511,7865.627858962,7889.1510939689,3111.9863736094,3109.9626210866,-156093705.22672,-0.0082415970552635,2,146093705.23998,-0.00028180675243521,293.69899340257,294.69560543009,-0.0085234038076987
251.011,7028.5122854865,7046.4066726082,2781.6772279643,2779.7104728064,-154945641.7247,-0.0081798732110686,2,144945641.739,-0.00029197350914956,293.6404665049,294.53064648701,-0.0084718467202182
251.511,6269.0665034618,6282.5032247053,2481.8264060804,2479.9456165241,-153816736.51854,-0.0081191793827803,2,143816736.53368,-0.00030111290795355,293.58739051972,294.38108952536,-0.0084202922907338
252.011,5580.1354015243,5590.0568629459,2209.6622853926,2207.8855853365,-152705383.51542,-0.0080594292213218,2,142705383.53122,-0.00030931129764973,293.53925943871,294.24549768408,-0.0083687405189715
